,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
236,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
237,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
238,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
239,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
240,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,101.0,3000,Maruti,Eeco
241,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,96.1,3000,Hyundai,Santro
242,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,12.5,3500,Hyundai,other_model
243,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
244,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,7.0,200.0,1400,Toyota,Innova
245,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
246,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
247,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
248,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
249,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
250,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,5.0,11.8,3200,Hyundai,other_model
251,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5.0,11.4,4000,Hyundai,i20
253,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5.0,113.0,4200,Maruti,Swift
254,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,135.4,2500,Tata,Indica
255,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
256,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,5.0,190.0,2000,Maruti,other_model
257,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7.0,400.0,1750,Tata,other_model
258,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8.0,300.0,1750,Mahindra,other_model
259,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5.0,259.9,1900,Hyundai,Verna
260,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
261,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
262,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
263,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
264,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5.0,190.25,1750,Hyundai,Xcent
265,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7.0,343.0,1400,Toyota,Fortuner
266,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,140.0,1800,Tata,Tiago
267,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5.0,134.0,4000,Nissan,other_model
268,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,117.0,4000,Hyundai,other_model
269,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,115.0,4000,Maruti,Swift
270,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,20.4,1400,Toyota,Innova
271,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,247.0,1800,Mahindra,other_model
272,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
273,2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,113.0,4200,Maruti,Swift
274,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5.0,104.0,4000,Datsun,GO
275,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
276,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9.0,290.0,1800,Mahindra,Scorpio
277,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7.0,223.0,1600,Tata,other_model
278,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,140.0,1800,Tata,Tiago
279,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,140.0,1500,Tata,Zest
280,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5.0,12.5,3500,Hyundai,other_model
281,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5.0,109.0,4500,Honda,other_model
282,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
283,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5.0,200.0,1750,Tata,Manza
284,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
285,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7.0,320.0,1700,Tata,New
286,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
287,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
288,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5.0,400.0,1400,Mercedes-Benz,other_model
289,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8.0,59.0,2500,Maruti,other_model
290,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
291,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
292,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,111.8,4000,Hyundai,i10
293,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,113.0,4200,Maruti,Swift
294,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,111.8,4000,Hyundai,i10
295,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,114.0,4000,Maruti,Swift
296,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,114.0,4000,Maruti,Swift
297,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
298,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5.0,154.9,4200,Hyundai,Verna
299,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,114.73,4000,Hyundai,i20
300,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,113.0,4200,Maruti,Baleno
301,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
302,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
303,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
304,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
305,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5.0,160.0,1500,Hyundai,Grand
307,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
308,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
309,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5.0,114.0,3500,Tata,other_model
310,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
311,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,200.0,1750,Honda,City
312,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,200.0,1750,Honda,City
313,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7.0,130.0,4000,Maruti,Ertiga
314,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5.0,248.0,2250,Nissan,other_model
315,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,145.0,4600,Honda,City
317,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
318,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,200.0,1200,Toyota,Innova
319,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
320,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,219.7,1500,Hyundai,Creta
321,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
322,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
323,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
324,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5.0,11.5,4500,Maruti,Swift
325,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5.0,114.0,4000,Maruti,Swift
326,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,113.0,4200,Maruti,Swift
327,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
328,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
329,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,90.0,3500,Maruti,Celerio
330,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
331,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5.0,190.0,2000,Maruti,Ritz
332,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,160.0,2000,Nissan,other_model
333,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
334,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5.0,154.9,4200,Hyundai,Verna
335,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5.0,90.0,3500,Maruti,Zen
337,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
338,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
339,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,90.0,3500,Maruti,other_model
340,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
341,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
342,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,160.0,2000,Nissan,other_model
343,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
344,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,160.0,2000,Ford,Figo
345,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5.0,200.0,2000,Mahindra,other_model
346,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5.0,259.9,1900,Hyundai,Creta
347,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
348,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5.0,104.0,4000,Datsun,GO
349,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
350,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7.0,420.0,1400,Toyota,Fortuner
351,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5.0,72.0,4386,Renault,KWID
352,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5.0,109.0,4500,Honda,other_model
353,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5.0,110.0,3750,Volkswagen,other_model
354,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5.0,134.0,4000,Nissan,other_model
355,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5.0,170.0,1800,Toyota,Etios
356,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
357,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5.0,200.0,1900,Renault,Duster
358,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
359,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7.0,20.4,1400,Toyota,Innova
360,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5.0,100.0,2700,Tata,Indigo
361,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5.0,177.5,4700,Hyundai,other_model
362,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5.0,400.0,1400,Mercedes-Benz,New
363,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4.0,51.0,4000,Tata,other_model
364,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,160.0,2000,Nissan,other_model
365,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
366,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
367,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
368,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
369,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5.0,250.0,1250,Volkswagen,other_model
370,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
371,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
372,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
373,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
374,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
375,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
376,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
377,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
378,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
379,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
380,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
381,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
382,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
383,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
384,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
385,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
386,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
387,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
388,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
389,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
391,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5.0,218.0,4200,Honda,other_model
392,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
393,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
394,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
395,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,200.0,1750,Maruti,SX4
396,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,14.9,3000,Hyundai,Verna
397,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5.0,24.0,1900,Hyundai,Verna
398,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
399,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,145.0,4600,Honda,City
400,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
401,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,13.5,2500,Tata,Indigo
402,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5.0,85.0,3000,Maruti,Eeco
403,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
404,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
405,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,90.0,3500,Maruti,Alto
406,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
407,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
408,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5.0,101.0,3000,Maruti,Eeco
409,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
410,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
411,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
412,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
413,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
414,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
415,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
416,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
417,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
418,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
419,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
420,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
421,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
422,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
423,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
424,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
425,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
426,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
427,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
428,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5.0,160.0,1750,Honda,Amaze
429,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,219.7,1500,Hyundai,Creta
430,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
431,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5.0,180.4,1750,Hyundai,Xcent
432,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1400,Toyota,Innova
433,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5.0,170.0,1800,Toyota,Etios
434,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
435,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,20.4,1400,Toyota,Innova
436,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5.0,160.0,2000,Nissan,other_model
437,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
438,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
439,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5.0,230.0,1500,Volkswagen,Polo
440,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5.0,160.0,2000,Mahindra,other_model
441,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
442,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
443,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5.0,113.75,4000,Hyundai,Xcent
